"pack_metadata","pack_side","jar_filename","mod_id","mod_name","version","classification","discovery_batch","source_repository","repository_host","mapping_status","version_match_status","evidence_basis","evidence_url","notes"
"ftb-teams-forge.pw.toml","both","ftb-teams-neoforge-2101.1.11.jar","ftb-teams-forge","FTB Teams (NeoForge)","2101.1.11","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/FTBTeam/FTB-Teams","github.com","exact_commit_pinned","exact_commit","official_release_tag_and_source_metadata_match","https://github.com/FTBTeam/FTB-Teams/releases/tag/v2101.1.11","Official source repository and exact tag v2101.1.11 identify release commit 47e8c4f."
"ftb-xmod-compat.pw.toml","both","ftb-xmod-compat-neoforge-21.1.11.jar","ftb-xmod-compat","FTB XMod Compat","21.1.11","library_dependency","09_libraries_apis_compat_loaders","https://github.com/FTBTeam/FTB-XMod-Compat","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/FTBTeam/FTB-XMod-Compat/tree/v21.1.11","Official source repository has exact tag v21.1.11 matching the installed version."
"gallery.pw.toml","both","gallery-1.21.1-2.0.1.jar","gallery","Gallery","2.0.1","library_dependency","09_libraries_apis_compat_loaders","https://github.com/team-abnormals/gallery","github.com","repository_verified","pending","official_project_source_link","https://github.com/team-abnormals/gallery","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"gears-n-kinetics.pw.toml","both","GnKinetics-1.21.1-1.0m.jar","gears-n-kinetics","Create: Gears n' Kinetics","1.0m","gameplay_primary","02_create_engineering_transport_logistics","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/gears-n-kinetics","Official project provides no valid implementation Source link. Targeted searches by project name, author, and project slug found no verifiable public implementation repository as of 2026-09-07."
"geckolib.pw.toml","both","geckolib-neoforge-1.21.1-4.9.2.jar","geckolib","GeckoLib","4.9.2","library_dependency","09_libraries_apis_compat_loaders","https://github.com/bernie-g/geckolib","github.com","repository_verified","pending","official_project_source_link","https://github.com/bernie-g/geckolib","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"handcrafted.pw.toml","both","handcrafted-neoforge-1.21.1-4.0.3.jar","handcrafted","Handcrafted","4.0.3","gameplay_primary","04_building_decor_general_content","https://github.com/terrarium-earth/Handcrafted","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/handcrafted","Official CurseForge Source link; no exact public tag or commit pinned."
"hypertubes.pw.toml","both","create_hypertube-0.6.0-NEOFORGE.jar","hypertubes","Create: Hypertubes","0.6.0","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/PedroRok/CreateHypertubes","github.com","repository_verified","source_aligned","official_project_source_link","https://github.com/PedroRok/CreateHypertubes","Official CurseForge Source link identifies the repository; no exact 0.6.0 tag or release was found in a brief check."
"iceberg.pw.toml","both","Iceberg-1.21.1-neoforge-1.3.2.jar","iceberg","Iceberg [Neo/Forge]","1.3.2","library_dependency","09_libraries_apis_compat_loaders","https://github.com/AHilyard/Iceberg","github.com","repository_verified","pending","official_project_source_link","https://github.com/AHilyard/Iceberg","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"idas.pw.toml","both","idas-1.13.7+1.21.1-neoforge.jar","idas","Integrated Dungeons and Structures","1.13.7","gameplay_primary","05_worldgen_structures_adventure","https://github.com/craisinlord/IDAS","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/idas","Official CurseForge Source link; no exact public tag or commit pinned."
"immediatelyfast.pw.toml","client","ImmediatelyFast-NeoForge-1.6.13+1.21.1.jar","immediatelyfast","ImmediatelyFast","1.6.13+1.21.1","performance_infrastructure","08_performance_stability_networking","https://github.com/RaphiMC/ImmediatelyFast","github.com","repository_verified","pending","official_project_source_link","https://github.com/RaphiMC/ImmediatelyFast","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"immersive-aircraft.pw.toml","both","immersive_aircraft-1.4.6+1.21.1-neoforge.jar","immersive-aircraft","Immersive Aircraft","1.4.6","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/Luke100000/ImmersiveAircraft","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/immersive-aircraft","Official CurseForge Source link; no exact public tag or commit pinned."
"industrialized-architecture.pw.toml","both","i_architecture-0.1.1b.jar","industrialized-architecture","Create: Industrialized Architecture","0.1.1b","gameplay_primary","04_building_decor_general_content","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/industrialized-architecture","Official project provides no Source link. Unchanged MIT-licensed mirror: https://github.com/Cha0sCollective/Create-Ch4os-Packwiz/releases/tag/industrialized-architecture-0.1.1b. Original CurseForge project 1316585 file 7350975 retained."
"integrated-api.pw.toml","both","integrated_api-neoforge-1.21.1-1.8.0.jar","integrated-api","Integrated API","1.8.0","library_dependency","09_libraries_apis_compat_loaders","https://github.com/craisinlord/IntegratedAPI","github.com","repository_verified","pending","official_project_source_link","https://github.com/craisinlord/IntegratedAPI","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"integrated-stronghold.pw.toml","both","integrated_stronghold-1.1.4+1.21.1-neoforge.jar","integrated-stronghold","Integrated Stronghold","1.1.4","gameplay_primary","05_worldgen_structures_adventure","https://github.com/craisinlord/Integrated-Stronghold","github.com","repository_verified","pending","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/integrated-stronghold","Official Source link verifies the implementation repository, but its visible public history does not provide an obvious 1.21.1 release, tag, or commit match."
"integrated-villages.pw.toml","both","integrated_villages-1.3.3+1.21.1-neoforge.jar","integrated-villages","Integrated Villages","1.3.3","gameplay_primary","05_worldgen_structures_adventure","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/integrated-villages","Official project provides no Source link. Modrinth and targeted project-name, author, and slug searches found no verifiable implementation repository as of 2026-09-07."
"iris-search.pw.toml","both","IrisSearch-1.6.1-neoforge.jar","iris-search","Iris & Oculus Search","1.6.1","client_visual","07_visuals_menus_animation_shaders","https://github.com/SpacEagle17/IrisSearch","github.com","repository_verified","pending","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/iris-search","Official CurseForge Source link verifies the implementation repository; no exact public 1.6.1 tag or commit was identified."
"irisshaders.pw.toml","both","iris-neoforge-1.8.14-beta.1+mc1.21.1.jar","irisshaders","Iris Shaders","1.8.14-beta.1+mc1.21.1","client_visual","07_visuals_menus_animation_shaders","https://github.com/IrisShaders/Iris","github.com","repository_verified","pending","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/irisshaders","Official CurseForge Source link verifies the implementation repository; no exact public 1.8.14-beta.1+mc1.21.1 tag or commit was identified."
"item-highlighter.pw.toml","both","Highlighter-1.21-neoforge-1.1.11.jar","item-highlighter","Item Highlighter [Neo/Forge]","1.1.11","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/AHilyard/Highlighter","github.com","repository_verified","pending","official_project_source_link","https://github.com/AHilyard/Highlighter","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 1.1.11."
"jade.pw.toml","both","Jade-1.21.1-NeoForge-15.10.6.jar","jade","Jade 🔍","15.10.6","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Snownee/Jade","github.com","repository_verified","pending","official_project_source_link","https://github.com/Snownee/Jade","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 15.10.6."
"jade-addons.pw.toml","both","JadeAddons-1.21.1-NeoForge-6.1.0.jar","jade-addons","Jade Addons (Neo/Forge)","6.1.0","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Snownee/JadeAddons","github.com","repository_verified","pending","official_project_source_link","https://github.com/Snownee/JadeAddons","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 6.1.0."
"jade-sable-compat.pw.toml","both","sablejade-1.3.0.jar","jade-sable-compat","Jade Sable Compat","1.3.0","library_dependency","09_libraries_apis_compat_loaders","https://github.com/Maks-gaming/Jade-Sable-Compat","github.com","repository_verified","pending","official_project_source_link","https://github.com/Maks-gaming/Jade-Sable-Compat","Official Modrinth View source link identifies the implementation repository; no exact 1.3.0 release or tag was obvious."
"jei.pw.toml","both","jei-1.21.1-neoforge-19.44.0.405.jar","jei","Just Enough Items (JEI)","19.44.0.405","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/mezz/JustEnoughItems","github.com","repository_verified","pending","official_project_source_link","https://github.com/mezz/JustEnoughItems","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 19.44.0.405."
"justenoughbreeding.pw.toml","both","justenoughbreeding-neoforge-1.21.1-3.2.1.jar","justenoughbreeding","Just Enough Breeding (JEBr)","3.2.1","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Christofmeg/JustEnoughBreeding","github.com","repository_verified","pending","official_project_source_link","https://github.com/Christofmeg/JustEnoughBreeding","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 3.2.1."
"just-enough-professions-jep.pw.toml","both","JustEnoughProfessions-neoforge-1.21.1-4.0.5.jar","just-enough-professions-jep","Just Enough Professions (JEP)","4.0.5","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Mrbysco/JustEnoughProfessions","github.com","repository_verified","pending","official_project_source_link","https://github.com/Mrbysco/JustEnoughProfessions","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 4.0.5."
"just-enough-resources-jer.pw.toml","both","JustEnoughResources-NeoForge-1.21.1-1.6.0.17.jar","just-enough-resources-jer","Just Enough Resources (JER)","1.6.0.17","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/way2muchnoise/JustEnoughResources","github.com","repository_verified","pending","official_project_source_link","https://github.com/way2muchnoise/JustEnoughResources","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 1.6.0.17."
"konkrete.pw.toml","both","konkrete_neoforge_1.9.9_MC_1.21.jar","konkrete","Konkrete","1.9.9","library_dependency","09_libraries_apis_compat_loaders","https://github.com/Keksuccino/Konkrete","github.com","repository_verified","pending","official_project_source_link","https://github.com/Keksuccino/Konkrete","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"kotlin-for-forge.pw.toml","both","kotlinforforge-5.12.0-all.jar","kotlin-for-forge","Kotlin for Forge","5.12.0-all","library_dependency","09_libraries_apis_compat_loaders","https://github.com/thedarkcolour/KotlinForForge","github.com","repository_verified","pending","official_project_source_link","https://github.com/thedarkcolour/KotlinForForge","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"leaky.pw.toml","both","leaky-1.21-3.3.jar","leaky","Leaky - Item Lag Fix","3.3","performance_infrastructure","08_performance_stability_networking","https://github.com/someaddons/Leaky","github.com","repository_verified","pending","official_project_source_link","https://github.com/someaddons/Leaky","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"lithium.pw.toml","both","lithium-neoforge-0.15.4+mc1.21.1.jar","lithium","Lithium (Fabric/NeoForge)","0.15.4","performance_infrastructure","08_performance_stability_networking","https://github.com/CaffeineMC/lithium","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/CaffeineMC/lithium/tree/mc1.21.1-0.15.4","Official source repository has exact tag mc1.21.1-0.15.4 matching the installed Minecraft 1.21.1 build."
"lithostitched.pw.toml","both","lithostitched-1.8.0+beta4-neoforge-21.1.jar","lithostitched","Lithostitched","1.8.0+beta4","gameplay_primary","05_worldgen_structures_adventure","https://github.com/Apollounknowndev/lithostitched","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/lithostitched","Official CurseForge Source link; no exact public tag or commit pinned."
"lmft.pw.toml","both","lmft-1.1.1+1.21.9-neoforge.jar","lmft","Load My F***ing Tags","1.1.1+1.21.9","performance_infrastructure","08_performance_stability_networking","https://github.com/Dragon-Seeker/LoadMyFingTags","github.com","repository_verified","pending","official_project_source_link","https://github.com/Dragon-Seeker/LoadMyFingTags","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"loot-integrations.pw.toml","both","lootintegrations-1.21.1-4.7.jar","loot-integrations","Loot Integrations","4.7","gameplay_primary","05_worldgen_structures_adventure","https://github.com/someaddons/LootIntegrations","github.com","repository_verified","pending","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/loot-integrations","Official Source link verifies the implementation repository, but no exact public 4.7 release, tag, or commit was evident."
"melody.pw.toml","both","melody_neoforge_1.0.10_MC_1.21.jar","melody","Melody","1.0.10","library_dependency","09_libraries_apis_compat_loaders","https://github.com/Keksuccino/Melody","github.com","repository_verified","pending","official_project_source_link","https://github.com/Keksuccino/Melody","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"modernfix.pw.toml","both","modernfix-neoforge-5.27.20+mc1.21.1.jar","modernfix","ModernFix","5.27.20","performance_infrastructure","08_performance_stability_networking","https://github.com/embeddedt/ModernFix","github.com","repository_verified","pending","official_project_source_link","https://github.com/embeddedt/ModernFix","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"mouse-tweaks.pw.toml","client","MouseTweaks-neoforge-mc1.21-2.26.1.jar","mouse-tweaks","Mouse Tweaks","2.26.1","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/YaLTeR/MouseTweaks","github.com","repository_verified","pending","official_project_source_link","https://github.com/YaLTeR/MouseTweaks","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 2.26.1."
"neruina.pw.toml","both","neruina-3.3.3+1.21.1-neoforge.jar","neruina","Neruina - Ticking Entity Fixer","3.3.3","performance_infrastructure","08_performance_stability_networking","https://github.com/Bawnorton/Neruina","github.com","repository_verified","pending","official_project_source_link","https://github.com/Bawnorton/Neruina","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"netherportalfix.pw.toml","both","netherportalfix-neoforge-1.21.1-21.1.1.jar","netherportalfix","NetherPortalFix","21.1.1","performance_infrastructure","08_performance_stability_networking","https://github.com/TwelveIterations/NetherPortalFix","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/TwelveIterations/NetherPortalFix/tree/v21.1.1","Official source repository has exact tag v21.1.1 matching the installed version."
"no-chat-reports.pw.toml","both","NoChatReports-NEOFORGE-1.21.1-v2.9.1.jar","no-chat-reports","No Chat Reports","2.9.1","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Aizistral-Studios/No-Chat-Reports","github.com","repository_verified","pending","official_project_source_link","https://github.com/Aizistral-Studios/No-Chat-Reports","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 2.9.1."
"no-chat-restrictions.pw.toml","both","NoChatRestrictions-NeoForge-MC1.21.11-v1.0.2.jar","no-chat-restrictions","No Chat Restrictions","1.0.2","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Aizistral-Studios/No-Chat-Restrictions","github.com","repository_verified","pending","official_project_source_link","https://github.com/Aizistral-Studios/No-Chat-Restrictions","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 1.0.2."
"not-enough-animations.pw.toml","client","notenoughanimations-neoforge-1.12.4-mc1.21.1.jar","not-enough-animations","Not Enough Animations","1.12.4","client_visual","07_visuals_menus_animation_shaders","https://github.com/tr7zw/NotEnoughAnimations","github.com","exact_commit_pinned","exact_commit","official_release_tag_and_source_metadata_match","https://github.com/tr7zw/NotEnoughAnimations/releases/tag/1.12.4","Official 1.12.4 release includes the Minecraft 1.21.1 artifact and maps to commit dd7e5e191839de8044b8bc942304e2b1ead7950f."
"numismatics.pw.toml","both","CreateNumismatics-1.1.0+neoforge-mc1.21.1.jar","numismatics","Numismatics","1.1.0","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/Layers-of-Railways/CreateNumismatics","github.com","repository_verified","source_aligned","public_source_tree_and_exact_provider_artifact","https://modrinth.com/mod/numismatics/version/kVi3TESX","Public source tree revision 56a5907fd34255c8cfd9a37c116800f7a5d92d3a was inspected; it was not asserted to be the exact release source."
"open-parties-and-claims.pw.toml","both","open-parties-and-claims-neoforge-1.21.1-0.30.3.jar","open-parties-and-claims","Open Parties and Claims","0.30.3","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/thexaero/open-parties-and-claims","github.com","repository_verified","pending","official_project_source_link","https://github.com/thexaero/open-parties-and-claims","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 0.30.3."
"packet-fixer.pw.toml","both","packetfixer-3.3.1-1.20.5-1.21.X-merged.jar","packet-fixer","Packet Fixer","3.3.1","performance_infrastructure","08_performance_stability_networking","https://github.com/TonimatasDEV/PacketFixer","github.com","repository_verified","pending","official_project_source_link","https://github.com/TonimatasDEV/PacketFixer","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"patchouli.pw.toml","both","Patchouli-1.21.1-93-NEOFORGE.jar","patchouli","Patchouli","93","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/VazkiiMods/Patchouli","github.com","exact_commit_pinned","exact_commit","official_release_tag_and_source_metadata_match","https://github.com/VazkiiMods/Patchouli/releases/tag/release-1.21.1-93","Official source repository and exact tag release-1.21.1-93 identify release commit 0c2fdff."
"paxi-neoforge.pw.toml","both","Paxi-1.21.1-NeoForge-5.1.3.jar","paxi-neoforge","Paxi (NeoForge) [1.20.4 - 1.21.1 ONLY]","5.1.3","library_dependency","09_libraries_apis_compat_loaders","https://github.com/YUNG-GANG/Paxi","github.com","repository_verified","pending","official_project_source_link","https://github.com/YUNG-GANG/Paxi","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"personality.pw.toml","both","personality-1.21.1-5.0.2.jar","personality","Personality","5.0.2","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/team-abnormals/personality","github.com","repository_verified","pending","official_project_source_link","https://github.com/team-abnormals/personality","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 5.0.2."
"pick-up-notifier.pw.toml","both","PickUpNotifier-v21.1.1-1.21.1-NeoForge.jar","pick-up-notifier","Pick Up Notifier","21.1.1","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Fuzss/pick-up-notifier","github.com","repository_verified","pending","official_project_source_link","https://github.com/Fuzss/pick-up-notifier","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 21.1.1."
"pinout.pw.toml","both","pinout-0.2.1.jar","pinout","CC;CPG: Pinout","0.2.1","gameplay_primary","01_core_create_aeronautics_cc_weapons","https://github.com/INEEDCHATPROGRAAAAAMS/CC-cpg-pinout","github.com","repository_verified","exact_installed_jar_metadata","installed_override_jar_neoforge_metadata_modrinth_version_and_public_source","https://modrinth.com/mod/cccpg-pinout/version/UJtJCpBi","Manual override JAR included in the exported pack; internal modId=pinout; Shenanigans addition over AoCA 2.5. Installed artifact filename verified from mods-files.txt; version resolved from the installed filename without inspecting JAR internals."
"placebo.pw.toml","both","Placebo-1.21.1-9.9.2.jar","placebo","Placebo","9.9.2","library_dependency","09_libraries_apis_compat_loaders","https://github.com/Shadows-of-Fire/Placebo","github.com","repository_verified","pending","official_project_source_link","https://github.com/Shadows-of-Fire/Placebo","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"playeranimator.pw.toml","both","player-animation-lib-forge-2.0.4+1.21.1.jar","playeranimator","playerAnimator","2.0.4+1.21.1","client_visual","07_visuals_menus_animation_shaders","https://github.com/KosmX/minecraftPlayerAnimator","github.com","repository_verified","pending","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/playeranimator","Official CurseForge Source link redirects to the canonical repository; no exact public 2.0.4+1.21.1 tag or commit was identified."
"polymorph.pw.toml","both","polymorph-neoforge-1.1.0+1.21.1.jar","polymorph","Polymorph (Fabric/Forge/Quilt)","1.1.0","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/illusivesoulworks/polymorph","github.com","repository_verified","source_aligned","official_project_and_repository_identity_match","https://github.com/illusivesoulworks/polymorph/blob/1.21.x/CHANGELOG.md","The official 1.21.x changelog records version 1.1.0+1.21.1; no exact release tag was verified."
"powergrid.pw.toml","both","powergrid-mc1.21.1-0.6.1.jar","powergrid","Create: Power Grid","0.6.1","gameplay_primary","01_core_create_aeronautics_cc_weapons","https://github.com/patryk3211/PowerGrid","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/patryk3211/PowerGrid/tree/v0.6.1","Official source repository has exact tag v0.6.1 matching installed version 0.6.1."
"prickle.pw.toml","both","prickle-neoforge-1.21.1-21.1.11.jar","prickle","Prickle","21.1.11","library_dependency","09_libraries_apis_compat_loaders","https://github.com/Darkhax-Minecraft/PrickleMC","github.com","repository_verified","pending","official_project_source_link","https://github.com/Darkhax-Minecraft/PrickleMC","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"puzzles-lib.pw.toml","both","PuzzlesLib-v21.1.52-1.21.1-NeoForge.jar","puzzles-lib","Puzzles Lib","21.1.52","library_dependency","09_libraries_apis_compat_loaders","https://github.com/Fuzss/puzzles-lib","github.com","repository_verified","pending","official_project_source_link","https://github.com/Fuzss/puzzles-lib","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"quark.pw.toml","both","Quark-4.1-482.jar","quark","Quark","4.1-482","gameplay_primary","04_building_decor_general_content","https://github.com/VazkiiMods/Quark","github.com","exact_commit_pinned","exact_commit","official_release_tag_and_source_metadata_match","https://github.com/VazkiiMods/Quark/releases/tag/release-4.1-482%2B1.21.1","Official release tag release-4.1-482+1.21.1 matches the installed version and identifies commit b02bf25."
"recipe-essentials-forge-fabric.pw.toml","both","recipeessentials-1.21.1-4.7.jar","recipe-essentials-forge-fabric","Recipe Essentials","4.7","performance_infrastructure","08_performance_stability_networking","https://github.com/someaddons/recipeessentials","github.com","repository_verified","pending","official_project_source_link","https://github.com/someaddons/recipeessentials","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"redirected.pw.toml","both","redirected-neoforge-1.0.0-1.21.1.jar","redirected","Redirected","1.0.0","library_dependency","09_libraries_apis_compat_loaders","https://github.com/txnimc/Redirected","github.com","repository_verified","pending","official_project_source_link","https://github.com/txnimc/Redirected","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"reliable-recipes.pw.toml","both","reliable_recipes-neoforge-1.21.1-3.1.5.jar","reliable-recipes","Reliable Recipes","3.1.5","performance_infrastructure","08_performance_stability_networking","https://github.com/evanbones/Reliable-Recipes","github.com","repository_verified","pending","official_project_source_link","https://github.com/evanbones/Reliable-Recipes","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"reliable-remover.pw.toml","both","reliable_remover-neoforge-1.21.1-2.12.1.jar","reliable-remover","Reliable Remover","2.12.1","performance_infrastructure","08_performance_stability_networking","https://github.com/evanbones/Reliable-Remover","github.com","repository_verified","pending","official_project_source_link","https://github.com/evanbones/Reliable-Remover","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"resourceful-lib.pw.toml","both","resourcefullib-neoforge-1.21-3.0.12.jar","resourceful-lib","Resourceful Lib","3.0.12","library_dependency","09_libraries_apis_compat_loaders","https://github.com/Team-Resourceful/ResourcefulLib","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/Team-Resourceful/ResourcefulLib/tree/v3.0.12","Official source repository has exact tag v3.0.12 matching the installed version."
"resource-pack-overrides.pw.toml","both","ResourcePackOverrides-v21.1.0-1.21.1-NeoForge.jar","resource-pack-overrides","Resource Pack Overrides","21.1.0","client_visual","07_visuals_menus_animation_shaders","https://github.com/Fuzss/resource-pack-overrides","github.com","repository_verified","pending","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/resource-pack-overrides","Official CurseForge Source link verifies the implementation repository; no exact public 21.1.0 tag or commit was identified."
"ritchiesprojectilelib.pw.toml","both","ritchiesprojectilelib-2.1.2-mc.1.21.1-neoforge.jar","ritchiesprojectilelib","Ritchie's Projectile Library","2.1.2","gameplay_primary","01_core_create_aeronautics_cc_weapons","https://github.com/Wagers-of-Industrial-Warfare/RitchiesProjectileLib","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/Wagers-of-Industrial-Warfare/RitchiesProjectileLib/tree/v2.1.2","Filename punctuation changed in the current official CurseForge artifact; version 2.1.2 and the existing exact source tag mapping remain unchanged."
"sable.pw.toml","both","sable-neoforge-1.21.1-2.0.5.jar","sable","Sable","2.0.5","gameplay_primary","01_core_create_aeronautics_cc_weapons","https://github.com/ryanhcode/sable","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/ryanhcode/sable/tree/mc1.21.1-2.0.5-neoforge","Official source repository has exact tag mc1.21.1-2.0.5-neoforge matching installed version 2.0.5."
"sable_sa_compat.pw.toml","both","SableStuffAdditionsCompat v1.0.3-1.21.1.jar","sable_sa_compat","Create Stuff 'N Additions x Sable & Aeronautics Compat","1.0.3","gameplay_primary","01_core_create_aeronautics_cc_weapons","https://github.com/wachipayox/Sable-Stuff-Additions-Compat","github.com","repository_verified","exact_curseforge_file_id","curseforge_export_manifest_and_modlist","https://www.curseforge.com/minecraft/mc-mods/create-stuff-n-additions-x-sable-aeronautics/files/8158810","CurseForge projectID=1541139; fileID=8158810; author=Wachipayoxx64; category=01_core_create_aeronautics_cc_weapons; Semantic version and managed JAR filename are not embedded in the CurseForge export; the exact installed artifact is pinned by CurseForge file ID. Installed artifact filename verified from mods-files.txt; version resolved from the installed filename without inspecting JAR internals."
"searchables.pw.toml","both","Searchables-neoforge-1.21.1-1.0.2.jar","searchables","Searchables","1.0.2","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/jaredlll08/searchables","github.com","repository_verified","pending","official_project_source_link","https://github.com/jaredlll08/searchables","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 1.0.2."
"selene.pw.toml","both","moonlight-1.21.1-3.5.2-neoforge.jar","selene","Moonlight Lib","3.5.2","library_dependency","09_libraries_apis_compat_loaders","https://github.com/MehVahdJukaar/Moonlight","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/MehVahdJukaar/Moonlight/tree/1.21.1-3.5.2","Official source repository has exact tag 1.21.1-3.5.2 matching the installed Minecraft 1.21.1 build."
"server-browser.pw.toml","both","serverbrowser-neoforge-1.4.2-1.21.1.jar","server-browser","Server Browser - In Game Server Listings","1.4.2","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/ExcessiveAmountsOfZombies/ServerBrowser","github.com","repository_verified","pending","official_project_source_link","https://github.com/ExcessiveAmountsOfZombies/ServerBrowser","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 1.4.2."
"simple-discord-rpc.pw.toml","both","SimpleRPC-4.1.4.jar","simple-discord-rpc","Simple Discord RPC","4.1.4","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/firstdarkdev/simple-rpc","github.com","repository_verified","pending","official_project_source_link","https://github.com/firstdarkdev/simple-rpc","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 4.1.4."
"sinytra-connector.pw.toml","both","connector-2.0.0-beta.17+1.21.1-full.jar","sinytra-connector","Sinytra Connector","2.0.0-beta.17","library_dependency","09_libraries_apis_compat_loaders","https://github.com/Sinytra/Connector","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/Sinytra/Connector/tree/2.0.0-beta.17%2B1.21.1","Official source repository has exact tag 2.0.0-beta.17+1.21.1 matching the installed Minecraft 1.21.1 build."
